LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
LID-12135,54,238000,60000,692,61,3,11.2,24,0.32,Bachelor's,Self-employed,Single,Yes,Yes,Auto,No,0
LID-12136,28,338000,80000,630,38,5,11.5,48,0.23,Bachelor's,Salaried,Married,No,Yes,Other,No,0
LID-12137,47,235000,85000,658,0,10,14.0,12,0.54,Master's,Unemployed,Single,No,No,Home,No,0
LID-12138,32,546000,235000,616,141,1,14.6,24,0.28,High School,Salaried,Married,No,Yes,Business,No,0
LID-12139,53,211000,80000,671,58,9,11.2,48,0.25,High School,Salaried,Single,No,No,Auto,No,0
LID-12140,51,1444000,700000,678,66,4,12.8,36,0.43,Bachelor's,Salaried,Single,Yes,No,Education,No,0
LID-12141,41,816000,285000,679,74,8,13.6,12,0.38,Bachelor's,Self-employed,Single,Yes,No,Home,No,0
LID-12142,46,403000,205000,571,144,5,14.8,24,0.44,Bachelor's,Salaried,Single,No,No,Business,No,0
LID-12143,35,645000,315000,631,41,6,11.2,36,0.13,Bachelor's,Contract,Married,No,No,Auto,No,0
LID-12144,39,163000,80000,623,21,5,12.3,48,0.31,High School,Salaried,Married,No,Yes,Home,No,0
LID-12145,51,1604000,350000,631,80,3,14.4,24,0.35,PhD,Salaried,Divorced,Yes,No,Home,No,0
LID-12146,39,289000,70000,635,40,5,15.0,36,0.55,High School,Salaried,Single,No,Yes,Auto,No,0
LID-12147,36,375000,110000,633,22,6,14.6,12,0.53,High School,Salaried,Single,No,No,Education,No,0
LID-12148,39,144000,60000,662,77,2,13.8,60,0.37,High School,Salaried,Divorced,No,No,Home,No,0
LID-12149,51,523000,160000,774,58,10,9.0,24,0.32,Bachelor's,Salaried,Single,No,No,Business,No,0
LID-12150,35,218000,130000,619,69,1,12.8,60,0.14,High School,Salaried,Married,No,No,Education,No,0
LID-12151,31,423000,105000,646,57,5,13.3,36,0.42,Bachelor's,Salaried,Married,No,Yes,Business,No,0
LID-12152,46,297000,55000,655,63,4,11.5,24,0.31,Master's,Salaried,Single,No,Yes,Home,No,0
LID-12153,51,221000,70000,536,45,5,18.3,48,0.53,High School,Self-employed,Married,No,No,Other,No,1
LID-12154,29,257000,75000,563,49,2,14.8,12,0.23,Bachelor's,Salaried,Married,No,Yes,Auto,No,1
LID-12155,33,453000,215000,613,118,9,13.6,24,0.35,High School,Salaried,Single,No,No,Business,No,0
LID-12156,30,198000,45000,661,100,1,15.8,36,0.46,Bachelor's,Salaried,Married,No,Yes,Education,No,0
LID-12157,36,265000,75000,667,63,1,13.1,24,0.49,Bachelor's,Salaried,Married,No,Yes,Business,No,0
LID-12158,38,577000,225000,543,57,4,15.5,24,0.2,High School,Salaried,Married,No,No,Business,Yes,0
LID-12159,48,1675000,430000,558,85,4,13.8,12,0.26,Bachelor's,Self-employed,Married,No,Yes,Business,No,0
LID-12160,44,521000,280000,518,0,3,16.9,24,0.52,High School,Unemployed,Single,No,Yes,Auto,No,1
LID-12161,43,242000,80000,558,75,5,14.3,24,0.22,Master's,Salaried,Single,No,No,Home,Yes,0
LID-12162,36,327000,150000,538,52,3,15.1,12,0.27,Bachelor's,Salaried,Single,No,No,Other,No,0
LID-12163,52,407000,150000,777,112,4,8.5,12,0.16,Bachelor's,Salaried,Divorced,No,No,Other,No,0
LID-12164,39,330000,55000,718,65,4,14.1,36,0.53,Master's,Salaried,Married,No,No,Home,No,0
LID-12165,62,658000,155000,614,108,5,14.8,24,0.39,Master's,Salaried,Divorced,No,No,Education,No,0
LID-12166,44,451000,220000,822,88,2,10.6,48,0.41,Bachelor's,Salaried,Single,No,No,Education,No,0
LID-12167,30,660000,270000,603,48,4,13.9,24,0.29,Bachelor's,Contract,Married,No,Yes,Business,No,0
LID-12168,45,337000,90000,697,144,3,11.2,12,0.28,Bachelor's,Salaried,Married,No,Yes,Other,No,0
LID-12169,35,830000,175000,677,118,6,11.3,12,0.31,Bachelor's,Salaried,Single,No,Yes,Other,No,0
LID-12170,45,365000,85000,708,69,2,11.9,36,0.41,Bachelor's,Self-employed,Married,No,No,Education,Yes,0
LID-12171,27,235000,80000,796,27,6,10.3,12,0.23,Master's,Salaried,Single,No,No,Education,Yes,0
LID-12172,31,1326000,470000,615,126,3,14.9,36,0.31,High School,Salaried,Single,No,Yes,Education,Yes,1
LID-12173,53,147000,25000,744,7,7,8.5,24,0.29,Bachelor's,Self-employed,Single,No,No,Home,No,0
LID-12174,33,267000,70000,725,29,4,11.1,36,0.44,Bachelor's,Salaried,Married,No,Yes,Home,No,0
LID-12175,52,284000,65000,667,167,8,12.6,36,0.34,Master's,Self-employed,Married,No,Yes,Education,Yes,0
LID-12176,34,1591000,250000,715,120,4,12.2,48,0.44,High School,Salaried,Married,No,Yes,Education,No,0
LID-12177,44,1081000,460000,674,100,5,12.1,12,0.33,Bachelor's,Salaried,Divorced,No,No,Business,No,1
LID-12178,46,910000,580000,729,34,9,11.4,36,0.45,Bachelor's,Self-employed,Single,Yes,No,Education,No,0
LID-12179,40,334000,75000,689,131,5,12.1,12,0.28,High School,Salaried,Married,No,Yes,Other,No,0
LID-12180,35,1520000,610000,759,153,4,10.1,12,0.38,Bachelor's,Salaried,Divorced,Yes,Yes,Auto,No,0
LID-12181,32,490000,70000,609,49,3,14.4,12,0.3,Bachelor's,Salaried,Married,No,Yes,Other,No,0
LID-12182,25,685000,115000,597,16,3,15.9,24,0.42,High School,Self-employed,Married,Yes,No,Education,No,0
LID-12183,35,442000,190000,574,113,1,14.3,24,0.28,Bachelor's,Self-employed,Single,No,Yes,Business,Yes,0
LID-12184,44,390000,185000,548,1,5,15.6,48,0.37,Master's,Salaried,Married,Yes,No,Auto,Yes,0
LID-12185,58,349000,175000,795,65,1,9.1,60,0.31,PhD,Self-employed,Married,No,No,Home,No,0
LID-12186,53,357000,110000,601,95,8,13.3,60,0.36,Bachelor's,Self-employed,Single,Yes,No,Education,Yes,0
LID-12187,48,559000,85000,511,0,10,16.7,12,0.45,Bachelor's,Unemployed,Married,No,No,Auto,No,0
LID-12188,49,490000,160000,655,42,8,11.4,48,0.31,Bachelor's,Salaried,Single,No,No,Auto,No,0
LID-12189,45,393000,45000,766,25,3,10.3,12,0.53,PhD,Contract,Married,No,Yes,Home,No,0
LID-12190,34,918000,155000,728,49,7,13.2,24,0.48,High School,Salaried,Married,Yes,Yes,Business,No,0
LID-12191,56,120000,25000,576,137,6,16.7,36,0.4,Bachelor's,Contract,Single,No,Yes,Business,Yes,0
LID-12192,45,530000,120000,670,163,7,12.6,36,0.37,High School,Salaried,Single,No,No,Education,No,0
LID-12193,41,594000,330000,553,99,1,14.9,24,0.31,Bachelor's,Salaried,Married,No,Yes,Auto,No,0
LID-12194,29,752000,225000,755,79,4,12.2,60,0.41,High School,Self-employed,Single,No,No,Auto,No,0
LID-12195,38,386000,85000,639,120,4,12.6,60,0.21,Bachelor's,Self-employed,Married,No,No,Other,No,0
LID-12196,39,449000,165000,542,58,3,16.8,24,0.42,Bachelor's,Salaried,Married,No,Yes,Auto,Yes,0
LID-12197,53,689000,475000,697,98,3,10.3,24,0.43,Bachelor's,Salaried,Married,No,Yes,Auto,Yes,0
LID-12198,41,909000,155000,787,24,4,8.7,36,0.41,Bachelor's,Salaried,Married,No,No,Auto,No,0
LID-12199,37,339000,60000,590,12,5,11.1,36,0.23,Master's,Salaried,Married,No,Yes,Home,Yes,0
LID-12200,62,464000,80000,624,93,7,12.9,24,0.4,High School,Salaried,Divorced,No,No,Other,No,0
LID-12201,29,1008000,140000,623,22,2,13.2,36,0.38,Bachelor's,Salaried,Married,No,Yes,Education,Yes,0
LID-12202,38,124000,40000,658,99,5,11.5,24,0.24,Bachelor's,Salaried,Single,No,No,Business,No,0
LID-12203,26,274000,70000,616,14,2,11.8,12,0.24,Master's,Salaried,Married,No,Yes,Home,No,0
LID-12204,47,896000,305000,698,44,6,12.8,24,0.27,High School,Salaried,Married,Yes,No,Other,Yes,0
LID-12205,56,730000,385000,662,111,5,14.3,12,0.5,Bachelor's,Contract,Married,No,No,Education,No,0
LID-12206,34,534000,305000,713,122,2,9.7,12,0.25,Bachelor's,Salaried,Single,No,No,Business,No,0
LID-12207,53,313000,45000,654,39,7,14.7,24,0.52,Master's,Self-employed,Divorced,No,No,Home,Yes,0
LID-12208,34,246000,45000,666,27,2,12.5,24,0.25,High School,Contract,Single,No,No,Auto,No,0
LID-12209,56,289000,55000,613,106,3,14.7,12,0.41,Bachelor's,Salaried,Married,No,Yes,Auto,No,0
LID-12210,48,938000,130000,707,124,3,13.0,36,0.48,High School,Salaried,Single,No,No,Auto,No,0
LID-12211,50,283000,125000,704,170,2,13.9,24,0.47,High School,Salaried,Married,No,Yes,Home,No,0
LID-12212,24,423000,160000,825,59,2,11.1,12,0.51,High School,Salaried,Single,No,No,Education,No,1
LID-12213,60,264000,120000,541,110,7,16.3,24,0.42,PhD,Salaried,Single,No,No,Auto,No,0
LID-12214,47,636000,130000,653,155,2,13.6,24,0.31,High School,Salaried,Married,No,Yes,Auto,No,0
LID-12215,35,298000,75000,650,161,3,12.6,12,0.31,Master's,Contract,Married,No,No,Home,No,0
LID-12216,51,379000,75000,802,43,2,10.4,36,0.33,High School,Salaried,Single,No,Yes,Auto,Yes,0
LID-12217,34,159000,30000,744,94,4,10.1,60,0.28,Master's,Self-employed,Divorced,No,No,Education,No,0
LID-12218,53,165000,80000,618,168,4,13.7,36,0.34,Bachelor's,Salaried,Single,No,No,Business,No,0
LID-12219,29,402000,165000,829,52,5,9.5,24,0.38,High School,Salaried,Married,No,Yes,Home,No,0
LID-12220,46,193000,50000,759,67,2,10.0,48,0.18,Bachelor's,Salaried,Divorced,No,No,Education,No,0
LID-12221,41,1274000,535000,838,123,5,11.5,24,0.57,Bachelor's,Salaried,Divorced,Yes,No,Business,No,0
LID-12222,28,129000,65000,745,12,2,11.2,36,0.33,Bachelor's,Self-employed,Married,No,Yes,Home,No,0
LID-12223,33,258000,55000,671,44,7,14.2,24,0.36,Bachelor's,Salaried,Single,No,No,Education,No,0
LID-12224,23,404000,90000,806,30,1,8.5,36,0.28,Bachelor's,Salaried,Married,No,No,Business,Yes,0
LID-12225,39,327000,50000,503,131,5,18.8,48,0.5,Bachelor's,Salaried,Single,No,No,Home,Yes,0
LID-12226,35,218000,120000,691,83,6,12.8,12,0.61,Bachelor's,Salaried,Married,No,Yes,Business,No,1
LID-12227,43,236000,85000,619,86,4,14.6,24,0.52,Bachelor's,Self-employed,Divorced,No,No,Other,Yes,0
LID-12228,34,232000,85000,662,62,6,10.2,24,0.26,Master's,Self-employed,Single,No,No,Business,Yes,0
LID-12229,35,342000,205000,668,62,1,14.3,36,0.43,Master's,Self-employed,Married,No,No,Home,Yes,0
LID-12230,48,1171000,180000,545,19,1,17.6,48,0.43,High School,Salaried,Single,No,No,Home,No,0
LID-12231,26,418000,240000,728,46,5,11.4,48,0.41,High School,Salaried,Single,No,Yes,Education,No,0
LID-12232,55,767000,225000,630,42,8,12.1,36,0.14,Bachelor's,Salaried,Single,No,No,Home,Yes,0
LID-12233,52,529000,305000,732,16,4,9.9,48,0.21,Bachelor's,Self-employed,Single,No,No,Business,No,0
LID-12234,45,739000,400000,587,124,3,14.5,36,0.27,High School,Salaried,Married,No,Yes,Education,Yes,0
LID-12235,42,120000,45000,369,0,1,19.4,60,0.21,High School,Unemployed,Married,No,Yes,Business,No,1
LID-12236,55,339000,60000,537,84,2,17.0,24,0.24,Bachelor's,Contract,Single,No,No,Business,Yes,0
LID-12237,32,822000,160000,682,71,5,12.9,48,0.32,Bachelor's,Contract,Single,No,Yes,Education,Yes,0
LID-12238,28,292000,90000,602,45,7,15.5,36,0.22,High School,Salaried,Single,No,No,Business,No,0
LID-12239,33,1055000,145000,607,44,4,16.1,12,0.49,Master's,Salaried,Divorced,No,No,Business,No,1
LID-12240,50,905000,305000,709,100,4,12.6,24,0.4,Bachelor's,Self-employed,Single,No,No,Home,Yes,0
LID-12241,25,309000,65000,635,57,2,14.5,24,0.45,Bachelor's,Self-employed,Single,Yes,No,Education,No,0
LID-12242,42,304000,90000,631,102,5,12.2,36,0.23,Bachelor's,Self-employed,Married,No,Yes,Home,Yes,0
LID-12243,65,229000,100000,679,104,4,14.8,36,0.47,High School,Salaried,Married,No,No,Home,No,0
LID-12244,53,283000,100000,702,101,3,14.3,48,0.46,Bachelor's,Self-employed,Single,No,No,Education,No,0
LID-12245,40,203000,30000,577,43,6,14.5,24,0.52,High School,Salaried,Single,Yes,No,Auto,Yes,0
LID-12246,27,507000,95000,702,85,2,11.8,12,0.23,High School,Salaried,Married,No,Yes,Business,No,0
LID-12247,51,180000,45000,715,110,6,11.0,12,0.34,Bachelor's,Contract,Single,No,No,Home,Yes,0
LID-12248,43,558000,295000,690,107,6,12.8,36,0.51,High School,Salaried,Married,Yes,Yes,Business,No,0
LID-12249,29,565000,165000,622,70,1,15.8,12,0.43,Bachelor's,Self-employed,Single,No,No,Business,No,1
LID-12250,28,161000,70000,683,93,10,10.4,12,0.13,Bachelor's,Salaried,Divorced,No,No,Business,No,0
LID-12251,56,939000,415000,803,53,2,9.6,12,0.37,High School,Salaried,Married,Yes,Yes,Business,Yes,0
LID-12252,45,531000,235000,622,91,3,15.1,60,0.34,High School,Salaried,Single,No,No,Education,Yes,0
LID-12253,51,605000,105000,645,104,7,14.7,12,0.48,Master's,Salaried,Married,No,Yes,Home,No,0
LID-12254,54,264000,90000,587,39,3,16.8,12,0.62,High School,Salaried,Divorced,No,No,Business,No,0
LID-12255,42,564000,170000,729,163,2,11.1,48,0.34,Bachelor's,Salaried,Single,No,No,Other,No,0
LID-12256,40,744000,145000,706,144,6,13.1,36,0.5,Bachelor's,Self-employed,Married,Yes,Yes,Auto,No,0
LID-12257,38,379000,115000,748,112,3,10.9,24,0.47,Master's,Salaried,Married,No,Yes,Home,No,0
LID-12258,35,1204000,425000,669,85,1,12.8,12,0.28,Master's,Contract,Single,No,No,Auto,No,0
LID-12259,38,410000,150000,689,48,3,12.1,12,0.23,Bachelor's,Salaried,Single,No,No,Auto,Yes,0
LID-12260,49,750000,100000,681,60,6,12.4,12,0.38,High School,Self-employed,Single,No,No,Education,No,0
LID-12261,43,470000,115000,651,104,3,12.1,12,0.22,Bachelor's,Salaried,Married,No,Yes,Education,No,0
LID-12262,55,552000,290000,616,173,4,13.8,24,0.25,High School,Salaried,Married,No,No,Auto,No,0
LID-12263,38,160000,55000,600,83,4,14.2,24,0.31,High School,Self-employed,Single,No,Yes,Home,No,0
LID-12264,43,491000,110000,600,53,7,13.6,24,0.28,Bachelor's,Salaried,Single,No,No,Business,Yes,0
LID-12265,44,267000,135000,554,134,3,13.1,24,0.21,Bachelor's,Contract,Married,No,Yes,Home,Yes,0
LID-12266,42,251000,65000,564,37,2,16.4,24,0.36,High School,Salaried,Married,No,Yes,Business,Yes,0
LID-12267,46,1045000,340000,781,141,2,11.2,12,0.48,High School,Contract,Married,Yes,Yes,Business,No,0
LID-12268,33,356000,225000,724,46,4,8.8,12,0.3,Master's,Salaried,Single,No,Yes,Education,No,0
LID-12269,40,231000,110000,614,95,3,14.5,12,0.3,Master's,Salaried,Single,No,No,Education,Yes,1
LID-12270,29,329000,185000,611,44,4,14.3,24,0.41,Bachelor's,Salaried,Single,No,No,Home,Yes,0
LID-12271,37,196000,115000,531,135,2,15.9,36,0.47,Bachelor's,Salaried,Single,No,No,Education,No,1
LID-12272,39,881000,380000,610,80,2,15.5,24,0.35,Master's,Salaried,Married,No,Yes,Business,No,0
LID-12273,44,273000,35000,704,9,6,13.4,12,0.37,Bachelor's,Salaried,Divorced,No,No,Home,Yes,0
LID-12274,59,536000,95000,637,59,6,13.2,12,0.41,Bachelor's,Salaried,Married,No,Yes,Business,No,0
LID-12275,43,844000,420000,706,79,4,14.3,60,0.35,Bachelor's,Self-employed,Married,No,Yes,Other,No,0
LID-12276,48,304000,45000,588,135,6,15.1,24,0.36,High School,Contract,Divorced,No,No,Auto,No,0
LID-12277,40,536000,210000,614,42,3,11.2,36,0.22,Bachelor's,Salaried,Married,No,Yes,Business,Yes,0
LID-12278,44,227000,80000,715,114,5,10.4,60,0.3,Bachelor's,Salaried,Married,No,Yes,Auto,Yes,0
LID-12279,27,1537000,450000,687,51,3,11.3,24,0.41,Bachelor's,Salaried,Single,No,No,Home,No,0
LID-12280,33,670000,155000,568,83,3,14.9,12,0.38,Bachelor's,Self-employed,Single,No,No,Auto,Yes,0
LID-12281,36,360000,185000,648,79,1,12.7,48,0.32,High School,Salaried,Married,No,No,Education,No,0
LID-12282,39,262000,95000,542,85,9,14.7,36,0.33,Master's,Self-employed,Single,No,No,Business,Yes,1
LID-12283,26,376000,65000,810,18,5,9.1,24,0.26,High School,Salaried,Married,No,No,Education,Yes,0
LID-12284,30,332000,100000,675,86,3,13.2,48,0.31,Bachelor's,Salaried,Single,No,No,Auto,Yes,0
LID-12285,34,1172000,275000,540,55,6,14.1,24,0.31,Bachelor's,Salaried,Married,No,Yes,Other,No,0
LID-12286,61,204000,95000,764,117,2,10.1,48,0.32,Bachelor's,Salaried,Married,Yes,No,Other,No,0
LID-12287,35,431000,200000,600,90,5,16.5,48,0.43,Bachelor's,Salaried,Married,No,Yes,Auto,No,0
LID-12288,39,396000,45000,670,91,3,12.2,48,0.29,Bachelor's,Self-employed,Married,No,Yes,Other,No,0
LID-12289,32,375000,70000,696,74,3,11.4,24,0.21,Master's,Salaried,Single,No,No,Business,No,0
LID-12290,43,377000,160000,669,70,10,13.4,24,0.33,PhD,Salaried,Married,No,No,Home,No,0
LID-12291,34,376000,100000,729,17,7,12.5,36,0.27,Bachelor's,Self-employed,Divorced,Yes,No,Business,No,0
LID-12292,32,647000,125000,680,149,3,12.4,24,0.66,Master's,Salaried,Married,No,Yes,Auto,No,0
LID-12293,40,560000,160000,681,83,2,11.2,36,0.23,High School,Salaried,Married,No,Yes,Education,No,0
LID-12294,22,504000,290000,598,17,6,13.7,24,0.45,Master's,Self-employed,Single,No,No,Other,Yes,0
LID-12295,23,120000,25000,510,48,1,18.3,12,0.46,Master's,Self-employed,Married,No,No,Other,Yes,0
LID-12296,33,472000,205000,634,159,4,12.8,24,0.19,Bachelor's,Salaried,Divorced,No,Yes,Business,No,0
LID-12297,25,161000,40000,598,68,2,16.4,24,0.56,Bachelor's,Self-employed,Divorced,No,No,Business,Yes,0
LID-12298,29,571000,190000,618,29,6,14.2,12,0.31,Bachelor's,Salaried,Married,No,No,Home,No,0
LID-12299,35,901000,350000,699,36,6,12.6,36,0.49,Bachelor's,Salaried,Single,No,Yes,Home,No,1
LID-12300,50,241000,120000,591,57,4,15.0,36,0.35,Master's,Salaried,Married,No,No,Home,Yes,0
LID-12301,42,347000,110000,695,88,7,12.3,36,0.35,Bachelor's,Salaried,Married,No,Yes,Business,Yes,0
LID-12302,40,288000,110000,605,137,1,13.3,12,0.36,Bachelor's,Contract,Married,No,Yes,Business,No,0
LID-12303,34,790000,195000,620,61,3,14.3,12,0.26,Bachelor's,Self-employed,Married,No,No,Business,No,0
LID-12304,57,422000,155000,545,50,1,15.1,36,0.18,Master's,Salaried,Single,No,No,Other,Yes,0
LID-12305,37,1036000,405000,562,18,4,12.6,36,0.25,Bachelor's,Salaried,Married,Yes,Yes,Education,Yes,0
LID-12306,28,503000,305000,548,43,9,15.3,60,0.13,High School,Self-employed,Married,No,No,Home,No,0
LID-12307,43,457000,175000,713,141,4,10.3,12,0.23,Bachelor's,Self-employed,Divorced,Yes,No,Auto,Yes,0
LID-12308,29,416000,130000,732,63,5,11.5,36,0.34,PhD,Salaried,Single,No,No,Education,No,0
LID-12309,36,628000,215000,539,66,3,15.1,36,0.13,Bachelor's,Salaried,Married,No,Yes,Other,Yes,0
LID-12310,40,154000,105000,564,117,3,16.2,60,0.23,Master's,Self-employed,Single,No,No,Home,No,1
LID-12311,54,420000,120000,742,41,3,8.7,24,0.15,Master's,Self-employed,Married,No,Yes,Education,No,0
LID-12312,39,385000,135000,752,60,3,10.0,48,0.32,Bachelor's,Salaried,Single,No,No,Business,No,0
LID-12313,46,597000,120000,804,86,2,9.5,36,0.41,Bachelor's,Self-employed,Single,No,No,Education,No,0
LID-12314,64,361000,135000,795,146,7,10.5,24,0.18,Bachelor's,Salaried,Married,No,No,Education,No,0
LID-12315,30,226000,90000,637,51,3,14.8,60,0.45,Bachelor's,Salaried,Single,No,No,Auto,Yes,0
LID-12316,34,402000,90000,735,60,4,9.9,24,0.26,Bachelor's,Salaried,Single,No,Yes,Home,No,0
LID-12317,37,221000,75000,694,91,2,10.7,36,0.13,Master's,Salaried,Single,No,No,Auto,No,0
LID-12318,38,139000,60000,726,12,4,13.2,60,0.49,Bachelor's,Self-employed,Single,Yes,Yes,Education,No,0
LID-12319,37,597000,150000,649,124,10,14.5,36,0.45,Bachelor's,Salaried,Married,Yes,Yes,Business,Yes,0
LID-12320,56,550000,250000,788,95,2,8.6,36,0.33,Bachelor's,Salaried,Married,No,Yes,Business,No,0
LID-12321,46,518000,150000,499,150,4,15.6,12,0.39,Bachelor's,Contract,Single,No,No,Auto,No,0
LID-12322,43,820000,200000,720,31,2,12.7,24,0.52,Bachelor's,Salaried,Married,Yes,Yes,Education,No,0
LID-12323,35,278000,80000,560,142,4,13.7,60,0.17,Bachelor's,Self-employed,Single,No,No,Business,Yes,0
LID-12324,51,182000,30000,658,44,3,11.0,36,0.18,Master's,Self-employed,Married,No,Yes,Home,Yes,0
LID-12325,59,385000,140000,556,127,7,14.9,48,0.35,Bachelor's,Salaried,Married,No,Yes,Home,Yes,1
LID-12326,51,331000,190000,585,62,1,14.2,12,0.45,Bachelor's,Salaried,Single,No,No,Education,No,0
LID-12327,22,252000,65000,527,20,5,16.3,12,0.21,Bachelor's,Contract,Divorced,No,No,Business,No,1
LID-12328,44,383000,110000,612,41,8,12.1,12,0.24,High School,Salaried,Single,No,Yes,Auto,No,0
LID-12329,26,286000,100000,722,52,7,10.6,36,0.28,Bachelor's,Salaried,Single,No,No,Business,No,0
LID-12330,34,146000,25000,703,55,5,13.2,24,0.4,High School,Contract,Single,No,No,Business,No,0
LID-12331,27,314000,45000,641,35,3,12.3,24,0.29,Master's,Salaried,Single,No,No,Home,No,0
LID-12332,43,214000,115000,772,94,4,9.9,24,0.14,High School,Salaried,Single,No,No,Business,No,0
LID-12333,45,455000,175000,586,18,1,13.4,12,0.14,Bachelor's,Self-employed,Single,No,No,Education,No,0
LID-12334,29,279000,125000,698,101,5,11.1,36,0.19,High School,Self-employed,Married,No,Yes,Auto,No,0
LID-12335,37,738000,300000,699,42,5,11.4,48,0.45,PhD,Salaried,Single,Yes,Yes,Business,No,0
LID-12336,38,967000,400000,676,85,8,10.9,48,0.2,Bachelor's,Salaried,Single,No,No,Auto,Yes,0
LID-12337,36,582000,165000,737,67,2,11.0,60,0.22,Master's,Salaried,Single,No,No,Education,No,0
LID-12338,29,171000,25000,521,46,4,16.8,12,0.22,Bachelor's,Self-employed,Single,Yes,No,Home,No,0
LID-12339,37,916000,295000,578,59,7,17.1,12,0.32,Bachelor's,Contract,Single,No,No,Home,Yes,1
LID-12340,48,952000,245000,586,104,4,15.3,36,0.54,Master's,Salaried,Married,No,Yes,Other,No,0
LID-12341,27,404000,70000,701,91,3,10.0,24,0.18,High School,Self-employed,Single,No,No,Education,Yes,0
LID-12342,28,829000,220000,691,111,4,11.3,36,0.27,Bachelor's,Salaried,Married,No,Yes,Business,No,0
LID-12343,36,296000,85000,616,53,3,14.0,12,0.41,High School,Contract,Single,No,Yes,Education,Yes,0
LID-12344,58,143000,25000,669,107,6,14.8,12,0.6,Master's,Salaried,Divorced,No,No,Auto,Yes,0
LID-12345,45,264000,75000,600,37,5,14.8,36,0.54,Master's,Self-employed,Married,Yes,Yes,Home,Yes,0
LID-12346,45,1036000,185000,729,33,5,9.4,48,0.34,Master's,Contract,Single,Yes,No,Home,No,0
LID-12347,36,176000,65000,626,80,6,14.5,12,0.25,High School,Self-employed,Single,No,Yes,Auto,No,0
LID-12348,42,400000,140000,693,52,4,12.0,60,0.5,Bachelor's,Self-employed,Single,No,No,Auto,Yes,0
LID-12349,23,408000,135000,525,19,4,17.7,24,0.4,Bachelor's,Self-employed,Single,No,No,Business,No,0
LID-12350,44,302000,80000,727,43,3,10.9,12,0.24,High School,Contract,Single,No,Yes,Business,No,0
LID-12351,56,314000,175000,667,104,8,11.6,24,0.21,High School,Self-employed,Married,No,Yes,Home,No,0
LID-12352,43,417000,90000,640,113,4,14.1,36,0.42,Bachelor's,Salaried,Married,No,Yes,Business,No,0
LID-12353,54,294000,105000,723,156,2,12.9,24,0.53,PhD,Self-employed,Single,No,Yes,Home,No,0
LID-12354,47,183000,85000,658,35,1,12.3,36,0.22,Bachelor's,Salaried,Married,No,No,Education,No,0
LID-12355,29,451000,150000,683,64,3,12.7,36,0.39,Bachelor's,Salaried,Married,Yes,No,Home,No,0
LID-12356,55,722000,125000,703,66,3,12.0,12,0.36,Bachelor's,Salaried,Married,No,No,Other,No,0
LID-12357,27,646000,295000,619,31,6,14.6,48,0.43,Bachelor's,Salaried,Single,No,No,Business,No,0
LID-12358,41,256000,85000,658,151,4,13.4,12,0.29,Master's,Self-employed,Single,No,No,Education,No,0
LID-12359,30,201000,40000,607,91,7,14.8,24,0.36,Bachelor's,Salaried,Single,No,No,Auto,No,0
LID-12360,23,342000,70000,769,32,8,10.0,24,0.43,High School,Salaried,Divorced,No,Yes,Business,No,0
LID-12361,38,948000,195000,580,52,5,14.9,24,0.23,Bachelor's,Salaried,Married,No,Yes,Education,Yes,0
LID-12362,34,571000,235000,562,78,3,17.2,12,0.73,PhD,Salaried,Single,Yes,No,Education,Yes,1
LID-12363,39,590000,290000,590,148,5,13.6,48,0.36,Bachelor's,Salaried,Single,No,No,Auto,Yes,0
LID-12364,42,653000,115000,721,39,5,9.1,12,0.2,Bachelor's,Contract,Married,No,No,Business,No,0
LID-12365,26,505000,200000,636,37,6,14.8,12,0.4,High School,Self-employed,Single,No,No,Other,Yes,0
LID-12366,29,428000,205000,625,30,6,14.2,12,0.37,High School,Salaried,Single,No,Yes,Other,No,1
LID-12367,41,576000,235000,621,30,7,10.8,24,0.24,Master's,Salaried,Divorced,No,No,Education,Yes,0
LID-12368,36,296000,90000,660,39,2,12.4,48,0.41,Bachelor's,Salaried,Single,No,No,Education,No,0
LID-12369,47,184000,85000,625,31,3,15.3,12,0.36,Bachelor's,Self-employed,Married,No,Yes,Business,No,0
LID-12370,44,596000,180000,580,84,1,17.0,36,0.48,Bachelor's,Salaried,Single,No,Yes,Home,Yes,0
LID-12371,52,791000,140000,657,64,8,10.8,24,0.23,PhD,Salaried,Married,No,Yes,Home,No,0
LID-12372,46,216000,45000,645,47,6,12.4,12,0.37,High School,Salaried,Married,No,No,Education,No,0
LID-12373,38,629000,120000,583,68,4,14.2,12,0.37,Master's,Salaried,Married,Yes,Yes,Other,Yes,0
LID-12374,45,1009000,515000,588,87,10,16.0,12,0.54,Bachelor's,Salaried,Single,Yes,Yes,Auto,No,1
LID-12375,34,400000,95000,648,134,5,13.5,12,0.51,Master's,Self-employed,Single,No,No,Auto,No,0
LID-12376,35,255000,45000,666,78,4,12.0,36,0.26,PhD,Self-employed,Single,No,No,Education,No,0
LID-12377,49,428000,200000,509,155,6,17.4,24,0.42,Bachelor's,Salaried,Married,No,Yes,Business,Yes,0
LID-12378,38,296000,200000,618,69,2,13.6,12,0.19,High School,Self-employed,Married,No,Yes,Home,No,0
LID-12379,50,285000,95000,355,0,4,21.0,24,0.3,High School,Unemployed,Single,No,No,Business,No,1
